Code,Name,Instructor,Slot,Credits,Text Reference,Description,Mean,Median,Mode,Std. Dev.,AA,AB,AP,AU,BB,BC,CC,CD,DD,FF,FR,PP,NP,DX,W,II
CM 899,Communication Skills,Harish C. Phuleria,X,6.0,"1. Alley, Michael The Craft of ScientificPresentations, Springer (2003).2. Booth, Wayne C., Gregory G. Colomb, and JosephM. Williams, The Craft of Research, The Universityof Chicago Press, 3rd edition, (2008).3. Keshav. S, How to read a paper. ACM SIGCOMMComp. Commun. Rev., 37:8330222684, 2007.4. Monippally, M. M., Pawar, B.S. Academic Writing:A Guide for Management Students and Researchers,Response Books, (2010).5. Purdue Online Writing Lab (OWL),https://owl.purdue.edu/6. Strunk Jr., William; E. B. White, The Elements ofStyle, Fourth Edition, Longman; 4th edition (1999).7. Truss, Lynne Eats, Shoots & Leaves: The ZeroTolerance Approach to Punctuation Gotham;(2006).8. Whitesides, George M. Whitesides Group: Writinga Paper, Advanced Materials 16 137530222677 (2004).","Context of communication: Recognizing our capability androles as professionalsScientific Method: Question and answer aspects oftechnical communication; Scientific Methodology and itsrelationship to technical communication;Surveying literature: Categories; reading and organizingscientific literature; search engines and tools.Listening and Note taking: 5-R method and mind-mapping.Technical writing: Report organization; Journal selection;Introduction, conclusion, and abstract writing.Speaking & Presentation skills: Organization ofpresentation slides (number, content, and formatting); Oralpresentations; Audience/context dependent practices; Nonverbal aspects: body language, eye-contact, personalappearance, facing large audience.Elevator pitch: Pitches for technical audience and policymakersWorkplace communication: Sensitivity towards genderand diversity; Email communication and netiquettes.Ethics in academic communication: Intellectual Property,copyrights and plagiarism; Authorship; Data ethics; Biasesand balanced criticism of literature;Suggested additional topics relevant to disciplines: Datarepresentation, Group discussion and interviews; accessiblescientific writing, report writing using LaTeX, Proofreading, etc",10.0,10.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
CMS801,Seminar,Vishal Dixit,,4.0,x,x,9.0,9.0,9.0,0.816496580927726,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CMS802,Seminar,Vishal Dixit,,4.0,x,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CS 101-D3,Computer Programming and Utilization,Suyash P. Awate,6,6.0,"* C++ Program Design: An introduction to Programming and Object-Oriented Design, 3rd Edition, by Cohoon and Davidson, Tata McGraw Hill. 2003.Other references (Not required reading)* Thinking in C++ 2nd Edition by Bruce Eckel(available online)* G. Dromey, How to Solve It by Computer, Prentice-Hall, Inc., Upper Saddle River, NJ, 1982.* Polya, G., How to Solve _It (2nd ed.), Doubleday and co. (1957).* Let Us C. Yashwant Kanetkar. Allied Publishers, 1998.* The Java Tutorial, Sun Microsystems. Addison-Wesley, 1999.","This course provides an introduction to problem solving with computers using a modern language such as Java or C/C++. Topics covered will include :* Utilization : Developer fundamentals such as editor, integrated programming environment, Unix shell, modules, libraries.* Programming features : Machine representation, primitive types,arrays and records, objects, expressions, control statements, iteration,procedures, functions, and basic i/o.* Applications : Sample problems in engineering, science, text processing, and numerical methods.",7.0606060606060606,7.0,7.0,2.490127837732525,42,57,11,0,69,70,48,18,25,18,5,0,0,0,0,0
CS 101-D4,Computer Programming and Utilization,Suyash P. Awate,6,6.0,"* C++ Program Design: An introduction to Programming and Object-Oriented Design, 3rd Edition, by Cohoon and Davidson, Tata McGraw Hill. 2003.Other references (Not required reading)* Thinking in C++ 2nd Edition by Bruce Eckel(available online)* G. Dromey, How to Solve It by Computer, Prentice-Hall, Inc., Upper Saddle River, NJ, 1982.* Polya, G., How to Solve _It (2nd ed.), Doubleday and co. (1957).* Let Us C. Yashwant Kanetkar. Allied Publishers, 1998.* The Java Tutorial, Sun Microsystems. Addison-Wesley, 1999.","This course provides an introduction to problem solving with computers using a modern language such as Java or C/C++. Topics covered will include :* Utilization : Developer fundamentals such as editor, integrated programming environment, Unix shell, modules, libraries.* Programming features : Machine representation, primitive types,arrays and records, objects, expressions, control statements, iteration,procedures, functions, and basic i/o.* Applications : Sample problems in engineering, science, text processing, and numerical methods.",6.537433155080214,7.0,8.0,2.532880787295593,23,49,3,0,74,71,69,29,24,17,15,0,0,0,0,0
CS 105,Discrete Structures,S. Akshay,4,6.0,"1. Kenneth Rosen, Discrete Mathematics and its applications, 5th edition, Tata-McGraw Hill, 2002.2. C.L. Liu, Elements of Discrete mathematics, McGraw-Hill, 1985.3. D. B. West, Introduction to Graph Theory, Prentice Hall of India, 1998.4. M. Artin, Algebra, Prentice-Hall India, 1991.","Propositions and predicates, proofs and proof techniques. Sets, relations and functions, cardinality, basic counting. Posets and lattices: Dilworth`s theorem, inversion and distributive lattices. Graph theory : paths, cycles, trees, connectivity. Group theory : Lagrange`s theorem, homomorphisms, applications.",7.224598930481283,7.0,8.0,2.1708811512118813,23,33,3,0,34,33,26,19,10,4,1,0,0,0,0,1
CS 152,Abstractions and Paradigms for Programming,Manas Thakur,2,6.0,"Harold Abelson, Gerald Jay Sussman and July Sussman, Structure and Interpretation of Computer Programs, 2nd edition, The MIT Press, 1996. David A. Watt, Programming Language Concepts and Paradigms, Prentice-Hall, 1990. Rajeev Sangal, Programming Paradigms in Lisp, McGraw Hill, 1991.","Review of the program development process, Issues in program design, Structured programming, Data and control abstractions, Programming with assertions. Reasoning about programs and proving correctness of programs. Ideas behind imperative, applicative, object oriented and logic programming paradigms such as typing, expressions, pure functions, recursion, higher order functions, encapsulation, inheritance, goal satisfaction, backtracking, unification. Some of the ideas behind the implementation of the paradigms. Course to be centered around problems and applications that demonstrate the main themes.",7.25,9.5,10.0,4.856267428111155,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CS 154,Programming Paradigms Laboratory,Manas Thakur,L,3.0,None,Programming assignments that illustrate concepts from the course CS 152.,7.0,9.0,9.0,4.69041575982343,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CS 207,Discrete Structures,Diwan A.A.,2,6.0,"1. Kenneth Rosen, Discrete Mathematics and its applications, 5th edition, Tata-McGraw Hill, 2002. 2. C.L. Liu, Elements of Discrete mathematics, McGraw-Hill, 1985.3. D. B. West, Introduction to Graph Theory, Prentice Hall of India, 1998. 4. M. Artin, Algebra, Prentice-Hall India, 1991.","Propositions and predicates, proofs and proof techniques. Sets, relations and functions, cardinality, basic counting. Posets and lattices: Dilworth`s theorem, inversion and distributive lattices. Graph theory : paths, cycles, trees, connectivity. Group theory : Lagrange`s theorem, homomorphisms, applications.",6.432291666666667,7.0,7.0,2.2641293319425575,6,21,3,0,31,41,40,33,4,11,0,0,0,0,0,2
CS 213,Data Structures and Algorithms,Ashutosh Kumar Gupta,1,6.0,"1. T. Cormen, C. Leiserson, R. Rivest, C. Stein, Introduction to Algorithms, 2nd edition, Prentice-Hall India, 2001.2. S. Sahni, Data Structures, Algorithms and Applications in C++,2nd edition, Universities Press,2005.","Introduction to data structures, abstract data types, analysis of algorithms. Creation and manipulation of data structures: arrays, lists, stacks, queues, trees, heaps, hash tables, balanced trees, tries, graphs. Algorithms for sorting and searching, order statistics, depth-first and breadth-first search, shortest paths and minimum spanning tree.",7.065989847715736,8.0,8.0,2.297005739488551,19,35,2,0,44,33,23,18,14,0,9,0,0,0,0,0
CS 215,Data Analysis and Interpretation,"Bhattacharya P., Ajit V. Rajwade",8,6.0,"Introduction to Probability and Statistics for Engineers and Scientists by Sheldon M. Ross, Elsevier, New Delhi, 3rd edition (Indian). Probability, Random Variables and Stochastic processes by Papoulis and Pillai, 4th Edition, Tata McGraw Hill. An Introduction to Probability Theory and Its Applications, Vol. 1, William Feller, 3rd edition, Wiley International",The role of statisitcs. Graphical and numerical methods for describing and summarising data. Probability. Population distributions. Sampling variability and sampling distributions. Estimation using a single sample. Hypothesis testing a single sample. Comparing two populations or treatments. Simple linear regression and correlation. Case studies.,7.590909090909091,8.0,8.0,1.7245077814090275,14,34,3,0,69,45,20,8,0,0,5,0,0,0,0,0
CS 218,Design and Analysis of Algorithms,Ranade A.,5,6.0,"1. T.H.Cormen, C.E.Leiserson, R.L.Rivest, C. Stein, Introduction to Algorithms, 2nd edition, Prentice-Hall India, 2001.2. J. Kleinberg and E. Tardos, Algorithm Design, Pearson International Edition, 2005.","Models of computation, algorithm analysis, time and space complexity, average and worst case analysis, lower bounds. Algorithm design techniques: divide and conquer, greedy, dynamic programming, amortization, randomization. Problem classes P, NP, PSPACE; reducibility, NP-hard and NP-complete problems. Approximation algorithms for some NP-hard problems.",2.6666666666666665,0.0,0.0,4.618802153517006,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
CS 218-M,Design and Analysis of Algorithms,Ranade A.,5,6.0,"1. T.H.Cormen, C.E.Leiserson, R.L.Rivest, C. Stein, Introduction to Algorithms, 2nd edition, Prentice-Hall India, 2001.2. J. Kleinberg and E. Tardos, Algorithm Design, Pearson International Edition, 2005.","Models of computation, algorithm analysis, time and space complexity, average and worst case analysis, lower bounds. Algorithm design techniques: divide and conquer, greedy, dynamic programming, amortization, randomization. Problem classes P, NP, PSPACE; reducibility, NP-hard and NP-complete problems. Approximation algorithms for some NP-hard problems.",6.170212765957447,6.0,8.0,2.0141344514834363,2,8,0,0,18,14,18,14,17,1,1,0,0,0,0,1
CS 224,Computer Networks,Vinay J. Ribeiro,5,6.0,"James Kurose and Keith Ross, ""Computer Networking, A Top-Down Approach"" 6th edition, 2, PearsonLarry Peterson and Bruce Davie, Computer Networks, A Systems Approach, 5th edition, 2011, Morgan Kaufmann","Internet architecture and the layering abstraction. Application layer: network application architectures and examples. Socket programming. Transport layer: transport protocol design, analysis of TCP. Network layer: addressing, routing, forwarding, interdomain routing. Router design and scheduling. QoS and resource allocation. Traffic engineering, network address translation and other practical topics. Link layer: channel access, switching, VLANs, MPLS. PHY layer basics: framing, encoding, modulation.",4.0,4.0,4.0,1.9148542155126762,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0
CS 224-M,Computer Networks,Vinay J. Ribeiro,5,6.0,"James Kurose and Keith Ross, ""Computer Networking, A Top-Down Approach"" 6th edition, 2, PearsonLarry Peterson and Bruce Davie, Computer Networks, A Systems Approach, 5th edition, 2011, Morgan Kaufmann","Internet architecture and the layering abstraction. Application layer: network application architectures and examples. Socket programming. Transport layer: transport protocol design, analysis of TCP. Network layer: addressing, routing, forwarding, interdomain routing. Router design and scheduling. QoS and resource allocation. Traffic engineering, network address translation and other practical topics. Link layer: channel access, switching, VLANs, MPLS. PHY layer basics: framing, encoding, modulation.",7.565656565656566,8.0,7.0,1.8079282097089902,16,15,0,0,21,25,12,3,6,0,1,0,0,0,0,0
CS 228,Logic for Computer Science,Krishna Shankara Narayanan,5,6.0,"Logic in Computer Science. Huth and Ryan.Cambridge University Press, 2004","1 Propositional logic: 1.1 Declarative sentences 1.2 Natural deduction 1.2. 1 Rules for natural deduction 1.2.2 Derived rules 1.2.3 Provable equivalence 1.3 Propositional logic as a formal language 1.4 Semantics of propositional logic 1.4.1 The meaning of logical connectives 1.4.2 Soundness of propositional logic 1.4 .3 Completeness of propositional logic 1.5 Normal forms 1.5.1 Semantic equivalence, satisfiability, and validity 1.5.2 Conjunctive normal forms and validity 1.5.3 Horn clauses and satisfiability 1.6 SAT solvers 2 Predicate logic 2.1 Predicate log ic as a formal language 2.1.1 Terms 2.1.2 Formulas 2.1.3 Free and bound variables 2.1.4 Substitution 2.2 Proof theory of predicate logic 2.2.1 Natural deduction rules 2.2.2 Quantifier equivalences 2.3 Semantics of predicate logic 2.3.1 Model s 2.3.2 Semantic entailment 2.3.3 The semantics of equality 2.4 Undecidability of predicate logic 2.5 Expressiveness of predicate logic 3 Program correctness 3.1 Notion of program correctness 3.1.1 Hoare triples 3.1.2 Partial and total correctn ess 3.1.3 Program variables and logical variables 3.2 Proof calculus for partial correctness 3.2.1 Proof rules 3.2.2 Proof tableaux 3.3 Proof calculus for total correctness 3.4 Programming by contract 4 Other Applications such as Logic in databas es, Logic programming, Puzzle solving 5 Practice with Verification tools",4.0,4.0,4.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CS 228-M,Logic for Computer Science,Krishna Shankara Narayanan,5,6.0,"Logic in Computer Science. Huth and Ryan.Cambridge University Press, 2004","1 Propositional logic: 1.1 Declarative sentences 1.2 Natural deduction 1.2. 1 Rules for natural deduction 1.2.2 Derived rules 1.2.3 Provable equivalence 1.3 Propositional logic as a formal language 1.4 Semantics of propositional logic 1.4.1 The meaning of logical connectives 1.4.2 Soundness of propositional logic 1.4 .3 Completeness of propositional logic 1.5 Normal forms 1.5.1 Semantic equivalence, satisfiability, and validity 1.5.2 Conjunctive normal forms and validity 1.5.3 Horn clauses and satisfiability 1.6 SAT solvers 2 Predicate logic 2.1 Predicate log ic as a formal language 2.1.1 Terms 2.1.2 Formulas 2.1.3 Free and bound variables 2.1.4 Substitution 2.2 Proof theory of predicate logic 2.2.1 Natural deduction rules 2.2.2 Quantifier equivalences 2.3 Semantics of predicate logic 2.3.1 Model s 2.3.2 Semantic entailment 2.3.3 The semantics of equality 2.4 Undecidability of predicate logic 2.5 Expressiveness of predicate logic 3 Program correctness 3.1 Notion of program correctness 3.1.1 Hoare triples 3.1.2 Partial and total correctn ess 3.1.3 Program variables and logical variables 3.2 Proof calculus for partial correctness 3.2.1 Proof rules 3.2.2 Proof tableaux 3.3 Proof calculus for total correctness 3.4 Programming by contract 4 Other Applications such as Logic in databas es, Logic programming, Puzzle solving 5 Practice with Verification tools",5.632352941176471,5.0,4.0,1.6366579476093246,6,6,0,0,6,12,29,38,39,0,0,0,0,0,0,0
CS 230,Digital Logic Design and Computer Architecture,Biswabandan Panda,6,6.0,"302225 Patterson Hennessy, Computer Organization and Design, MK Pub.302225 Hennessy and Patterson, Computer Architecture, MK Pub.302225 M. Mano, Digital Logic and Computer Design, Pearson302225 Harris and Harris, Dgitial Design and Computer Architecture, MK Pub.","1 Logic gates, SOP, POS, KMAPs, Number system: fixed point, floating-point, combinational circuits 2 Combinational circuits, sequential circuits 3 Sequential circuits, FSMs 4 FSM, FSM Minimization 5 Intro to processors, CPU. Von Neumann architecture, ISA vs microarchitecture, computer organization 6 Instruction pipelining 7 Mid-sem Week 8 Superscalar processors 9 Superscalar processors, SMTs 10 Memory hierarchy including virtual memory 11 More on Caches, DRAM 12 Storage and I/O 13 GPUs, TPUs, and accelerators, Case study: Recent Processors and GPUs",7.958762886597938,8.0,8.0,1.5928436185724126,15,62,0,0,74,16,14,8,2,0,3,0,0,0,0,0
CS 231,Digital Logic and Computer Architecture Lab,Biswabandan Panda,L,3.0,None,"Labs on (a) Verilog/VHDL, (b) combinational and sequential circuits, (c) assembly language programming, (d) Instruction pipelining and superscalar processors, and (e) Memory hierarchy optimizations involving tools like Pin and architecture simulators,",8.557894736842105,9.0,9.0,1.449070415206287,58,67,1,0,13,30,16,3,2,0,0,0,0,0,0,0
CS 232,Digital Logic Design and Computer Architecture Lab,Biswabandan Panda,L,4.0,"● Patterson Hennessy, Computer Organization and Design, MK Pub. - 2010● Hennessy and Patterson, Computer Architecture, MK Pub. 2● M. Mano, Digital Logic and Computer Design, Pearson 2016● Harris and Harris, Dgitial Design and Computer Architecture, MK Pub. ( Ed. 2nd - 2013)● S. Palnitkar, Verilog HDL, Sunsoft Press (2003)","Lab Intro to Verilog Lab warm-up Graded lab 1: combinational circuit Graded lab 2: Sequential circuit Graded lab 3: Implementing an FSM Graded Lab 4: assembly language programming Graded Lab 5: Instruction Pipelining Introduction to Intel PIN, Perf, VTune, and architectural simulators Graded Lab 6: Superscalar processors Graded Lab 7: Memory hierarchy, related optimizations Graded Lab 8: DRAM optimizations Graded lab 9: Simple GPU Programming assignments",1.75,0.0,0.0,3.5,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
CS 293,Data Structures and Algorithms Lab,Ashutosh Kumar Gupta,L,3.0,None,Experiments based on creating and manipulating various data structures.,7.732673267326732,9.0,9.0,2.5388174044449623,51,53,1,0,30,22,12,11,11,0,11,0,0,0,0,0
CS 310,Automata Theory,Paritosh K. Pandya,4,6.0,"1.Introduction to Automata Theory, Languages andComputation, by John. E. Hopcroft, RajeevMotwani, J. D. Ullman, published by PearsonEducation Asia, 2006.Full2.Elements of the Theory of Computation, by H.R.Lewis and C.H.Papadimitrou, published by PrenticeHall Inc, 1981.","Finite state machines (DFA/NFA/epsilon NFAs), regular expressions. Properties of regular languages. My hill-Nerode Theorem. Non-regularity. Push down automata. Properties of context-free languages. Turing machines:Turing hypothesis, Turing computability, Nondeterministic, multi tape and other versions of Turing machines. Church`s thesis, recursively enumerable sets and Turing computability. Universal Turing machines. Unsolvability, The halting problem, partial solvability, Turing enumerability, acceptability and decidability, unsolvable problems about Turing Machines. Post`s correspondence problem.",7.698979591836735,8.0,8.0,1.6752187701272032,20,32,4,0,68,37,23,4,5,0,3,0,0,0,0,0
CS 333,Operating Systems Lab,Purushottam Kulkarni,L,4.0,Linux system call manual pages,"Experiments for use and appreciation of operating system functions such as process management, inter-process communication, process synchronization, memory management and file systems etc. Exposure to usage of tools towards measuring and monitoring of operating systems related parameters and services. Design and implementation of operating system functionalities.",7.0,7.0,10.0,2.6595433314212644,50,22,0,0,24,19,42,23,13,0,13,0,0,0,0,0
CS 335,Artificial Intelligence and Machine Learning (Lab),Preethi Jyothi,L,4.0,"(1) Artificial Intelligence: A Modern Approach, Stuart Russell and Peter Norvig, 3`d edition, Pearson, 2010.(2) The Elements of Statistical Learning, Trevor Hastie, Robert Tibshirani, and Jerome Friedman, 2nd edition, Springer, 2009.","(1) Search: Uninformed search, A* search, dversarial search, local search.(2) Planning: Markov Decision Problems, Value Iteration and Policy Iteration.(3) Probabilistic reasoning: Bayes nets, conditional independence, exact and approximate inference.(4) Supervised leaming: Linear methods for classification and regression, regularisation, cross-validation,decision trees, neural networks, ensemble methods.(5) Unsupervised learning: k-means clustering.(6) Selected topics from natural language processing, robotics, computer vision, multi-agent systems.",7.738693467336684,9.0,9.0,2.504956763172001,47,55,4,0,26,18,15,15,9,0,10,0,0,0,0,0
CS 337,Artificial Intelligence and Machine Learning,Preethi Jyothi,2,6.0,"(l) Artificial Intelligence: A Modern Approach, Stuart Russell and Peter Norvig, 3`d edition, Pearson, 2010.(Z)fhe f lements of Statistical Learning, Trevor Hastie, Robert Tibshirani, and Jerome Friedman, 2nd edition, Springer, 2009.","(1) Search: Uninformed search, A* search, adversarial search, local search.(2) Planning: Markov Decision Problems, Value Iteration and Policy lteration.(3) Probabilistic reasoning: Bayes nets, conditional independence, exact and approximate inference.(4) Supervised learning: Linear methods for classification and regression, regularisation, cross-validation, decision trees, neural networks, ensemble methods.(5) Unsupervised leaming: k-means clustering.(6) Selected topics from natural language processing, robotics, computer vision, multi-agent systems",7.201005025125628,7.0,9.0,2.1718583475431363,29,34,2,0,32,30,31,21,15,0,5,0,0,0,0,0
CS 347,Operating Systems,Purushottam Kulkarni,6,6.0,"Texts/References 1. D. M. Dhamdhere, Operating Systems - A Concept Based Approach, Third Edition, Tata McGraw-Hill, 22. Avi Silberschatz, Peter Baer Galvin, Greg Gagne, Operating System Concepts, John Wiley & Sons, Ninth edition, 23. M.J.Bach, The design of UNIX operating system, Prentice Hall of India, 19864. Uresh Vahalia, UNIX Internals : The New Frontiers, Pearson Education India, 20085. A.S.Tanenbaum, Operating System : Design and Implementation,Prentice Hall of India, Third edition, 2009","Overview of operating systems: batch processing, multiprogramming, time-sharing and real time systems. Concurrent processes: communication and synchronisation. Process management, deadlocks. Main memory management: paging, segmentation, sharing of programs and data. Device management. Information management: file system, security. A case study of UNIX.",6.684729064039409,7.0,8.0,2.485425497068426,12,31,0,0,47,43,22,21,11,0,15,0,0,0,0,1
CS 396,Seminar,Uday Khedkar,,3.0,None,None,9.5,9.5,10.0,0.5477225575051661,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS 475,Computer Graphics,Parag Chaudhuri,11,6.0,"F.S. Hill. Computer Graphics Using Open GL. Prentice Hall. 2001S. Feiner, J. Foley, A. Van Dam, R. Hughes, Computer Graphics, Principles and Practice. Addison Wesley, 1990.","Introduction: What is Computer Graphics? Geometric Manipulation: Transformations, Matrices, Homogeneous Coordinates. Elementary 3D Graphics: Plane projections, Vanishing points, Specification of a 3D view. Visibility: Image and object precision, z-buffer algorithms, area based algorithms. Basic Raster Graphics: Scan conversion, filling, and clipping. Rendering: Lighting, Radiosity, Raytracing",4.8,5.0,0.0,3.45801890348247,2,2,0,0,1,2,0,4,4,0,5,0,0,0,0,0
CS 485,R & D Project II,Uday Khedkar,,6.0,None,None,9.6,10.0,10.0,0.6805570473787206,14,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CS 490,R & D Project,Uday Khedkar,,6.0,None,None,8.389830508474576,10.0,10.0,3.2484317126064046,36,12,0,0,2,1,0,0,1,0,2,0,0,0,0,5
CS 492,BTP I,Uday Khedkar,,6.0,None,None,8.782608695652174,10.0,10.0,2.9052675797841627,32,8,0,0,1,0,0,0,1,0,1,0,0,0,0,3
CS 496,BTP II,Uday Khedkar,,12.0,None,None,10.0,10.0,10.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS 601,Algorithms and Complexity,Sujoy Bhore,8,6.0,"J. Kleinberg and E. Tardos, Algorithm Design, AddisonWesley, 2005. T. H. Cormen , C. E. Leiserson, R. L. Rivestand C. Stein, Introduction to Algorithms, MIT Press andMcGraw Hill, 3rd Edition, 2009 . M. R. Garey and D. S.Johnson, Computers and Intractability: A Guide to the Theoryof NP-Completeness, Freeman, 1979.","Techniques for the Design and Analysis of Algorithms. Formal models of computation, time and space complexity, Theory of NP-Completeness, Approximability of NP-Hard problems. Introduction to parallel, randomized and on-line algorithms.",7.771428571428571,8.0,8.0,1.7335057014058888,3,8,0,1,12,8,2,0,0,0,1,0,0,0,0,0
CS 602,Applied Algorithms,Rohit Gurjar,10,6.0,"A. V. Aho , J. E. Hopcroft . and J. D. Ullman, The Design and Analysisof Algorithms, Addison-Wesley, 1974.K. Mehlhorn , Data Structures and Algorithms, Vol 2-3, Springer-Verlag, 1984.C. Papadimitriou and K. Steiglitz , Combinatorial Optimization,Prentice-Hall, 1982.","Selected algorithms from areas such as graph and combinatorial algorithms, computational geometry, string processing algorithms, algebraic and number theoretic algorithms, linear programming and combinatorial optimization.",7.595238095238095,8.0,7.0,2.4895834092643065,8,10,0,0,6,11,4,0,0,0,2,0,0,0,0,1
CS 604,Combinatorics,Vishwanathan Sundar,9,6.0,"K. R. Parthasarathy, Basic Graph Theory, Tata McGraw-Hill, 1994. B. Bollobas, Combinatorics, Cambridge University Press, 1986. I. Anderson, Combinatorics of finite sets, Oxford University Press, 1987. N. Alon and J. H. Spencer, The Probabilistic Method, John Wiley and Sons, 1992.","Min-max results. Dilworth""s theorem, Hall""s theorem. Menger""s theorem. Topics on tournaments. Perfect graphs. The weak perfect graph theorem. Ramsey theory. Set Systems. Sperner, Erdos-Rado and the Erdos-Ko-Rado theorems. Colex orders and the Kruskal-Katona theorem. The probabilistic method. Some sample applications of the probabilistic method. Second moment method and applications. Matroid theory. The theory of designs. Combinatorics and Algorithm design. The Lovasz-theta function and its use in designing algorithms.",9.666666666666666,10.0,10.0,0.5773502691896257,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS 614,Advanced Compilers,Manas Thakur,10,6.0,"1. Steven S. Muchnick. Advanced Compiler Design and Implementation. Harcourt Asia Private Ltd, 2000. 2. Y. N. Srikant and P. Shankar (Ed.) The Compiler Design Handbook : Optimizations and Machine Code Generation. CRC Press, 2002.3. F. Nielson, H. R. Nielson and C. Hankin. Principles of Program Analysis. Springer Verlag, 1999.4. R. Morgan. Buliding an Optimizing Compiler. Digital Press, 1998.5. Randy Allen and Ken Kennedy, Optimizing Compilers for Modern Architectures. Morgan Kaufmann Publishers, 2002.","Prerequisites: Exposure to a UG course on compilers Introduction to code optimisation. Classical theory of data flow analysis. Bi-directional data flows. Unified algorithms for data flow analysis. A generalised theory of data flow analysis. Program representation for optimisation - SSA form, etc. Efficient code generation for expressions. Code generator generators (CGGs). Code generation for pipelined machines. Register allocation techniques. Concurrentisation and vectorisation of programs.",8.6,9.0,10.0,2.3033156878497434,8,7,0,0,2,1,1,0,0,0,1,0,0,0,0,0
CS 614-M,Advanced Compilers,Manas Thakur,10,6.0,"1. Steven S. Muchnick. Advanced Compiler Design and Implementation. Harcourt Asia Private Ltd, 2000. 2. Y. N. Srikant and P. Shankar (Ed.) The Compiler Design Handbook : Optimizations and Machine Code Generation. CRC Press, 2002.3. F. Nielson, H. R. Nielson and C. Hankin. Principles of Program Analysis. Springer Verlag, 1999.4. R. Morgan. Buliding an Optimizing Compiler. Digital Press, 1998.5. Randy Allen and Ken Kennedy, Optimizing Compilers for Modern Architectures. Morgan Kaufmann Publishers, 2002.","Prerequisites: Exposure to a UG course on compilers Introduction to code optimisation. Classical theory of data flow analysis. Bi-directional data flows. Unified algorithms for data flow analysis. A generalised theory of data flow analysis. Program representation for optimisation - SSA form, etc. Efficient code generation for expressions. Code generator generators (CGGs). Code generation for pipelined machines. Register allocation techniques. Concurrentisation and vectorisation of programs.",9.0,9.0,9.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS 618,Program Analysis,Uday Khedkar,9,6.0,There is no particular book which can be used as a text book. The course is based on research papers and selected book chapters listed in the reference list.,"Prerequisites. First course in compiler construction. Mathematical Foundations of Program Analysis Lattices: partial orders and approximations, bounded lattices, complete lattices. Function spaces monotonicity, distributivity, separability, boundedness. Fixed Point Computations: least fixed point and induction, greatest fixed point and co-induction. Abstract interpretation: concretisation and abstraction functions, Galois connection. Alias analysis of heap data Type of alias information: Context sentitive/insensitive, flow sensitive.insensitive, may/must aliases. Representations of heap properties: shape graphs, alias graphs, storage shape graphs, k-limiting, compact representations, access graphs. Data flow analysis for aliases. Liveness analysis of heap data Shape graphs and heap safety automaton based approach. Static type inferencing of flow sensitive polymorphic types. Type inferencing for validation and type inferencing for optimization. Data flow analysis for monomorphic languages. Extensions for polymorphic types, type graphs and operations. Interprocedural data flow analysis Context sensitive/insensitive analysis. Functional approach. Call strings approach. Call strings graphs. Call strings approach for k-bounded problems.",8.615384615384615,9.0,10.0,1.2608503439122305,4,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0
